name,distance_km,moving_time,elevation_m,average_speed_kmh,sport_type,date,speed_range,level,elev_norm,dist_norm,speed_norm,difficulty_score
Afternoon Ride,1.72,8.0,0.0,12.87,Ride,2021-10-16 17:48:00,< 20 km/h,Beginner,0.0,0.01029010662038185,0.11863503065849106,0.02681403811781277
Morning Ride,5.73,30.25,12.0,11.35,Ride,2021-10-16 10:13:29,< 20 km/h,Beginner,0.007281553398058253,0.03514753285395488,0.07811250333244468,0.02980753722170453
Morning Ride,25.83,63.57,169.0,24.38,Ride,2021-10-16 06:42:28,20–30 km/h,Intermediate,0.10254854368932038,0.1597446069923134,0.4254865369234871,0.18429496132705164
Afternoon Ride,33.18,69.07,198.0,28.82,Ride,2021-10-15 16:52:59,20–30 km/h,Intermediate,0.12014563106796117,0.2053062236548475,0.5438549720074647,0.23043567703192777
Afternoon Ride,4.96,20.18,31.0,14.76,Ride,2021-10-13 16:57:17,< 20 km/h,Beginner,0.018810679611650484,0.030374411108356068,0.1690215942415356,0.05232198198663918
Morning Ride,49.08,100.95,390.0,29.18,Ride,2021-10-13 07:00:14,20–30 km/h,Intermediate,0.2366504854368932,0.303868088271758,0.5534524126899493,0.3201761517379639
Bonaparte,36.93,75.0,0.0,29.55,Ride,2021-10-12 16:03:09,20–30 km/h,Intermediate,0.0,0.2285519464418547,0.5633164489469475,0.1812288737219459
Kingsbury,31.64,60.0,0.0,31.64,Ride,2021-10-11 17:04:04,> 30 km/h,Advanced,0.0,0.1957599801636499,0.6190349240202613,0.18253497885314723
Morning Ride,32.85,89.17,630.0,22.1,Ride,2021-10-10 09:38:44,20–30 km/h,Intermediate,0.38228155339805825,0.20326060004959087,0.36470274593441754,0.3250595059007899
Morning Ride,35.9,67.15,145.2,32.07,Ride,2021-10-09 07:03:19,> 30 km/h,Advanced,0.08810679611650485,0.22216712124969004,0.6304985337243402,0.23680324117802748
Pettit -1,29.29,60.0,0.0,29.29,Ride,2021-10-08 08:45:02,20–30 km/h,Intermediate,0.0,0.18119266055045874,0.5563849640095974,0.1656347909670571
Recess,28.86,60.0,0.0,28.87,Ride,2021-10-07 15:59:26,20–30 km/h,Intermediate,0.0,0.17852715100421523,0.545187949880032,0.162595735277271
Hardman Gravel,97.27,235.62,1504.0,24.77,Ride,2021-10-03 07:08:24,20–30 km/h,Intermediate,0.912621359223301,0.6025911232333251,0.4358837643295122,0.7242647694475505
Truuli -2,20.05,40.0,0.0,30.06,Ride,2021-10-02 08:27:34,> 30 km/h,Advanced,0.0,0.12391519960327302,0.5769128232471341,0.15255712453040873
Lunch Ride,4.67,15.33,27.0,18.28,Ride,2021-09-30 11:16:50,< 20 km/h,Beginner,0.016383495145631068,0.028576741879494175,0.26286323647027465,0.06933741743071872
Genevra -5,21.18,31.03,0.0,40.96,Ride,2021-09-30 07:59:44,> 30 km/h,Advanced,0.0,0.1309199107364245,0.8675019994668088,0.21277637311428912
Gendarme -6,18.94,31.32,0.0,36.31,Ride,2021-09-28 14:24:16,> 30 km/h,Advanced,0.0,0.11703446565831889,0.7435350573180486,0.1838173511611054
Lazy Mountain -2,22.19,45.0,0.0,29.58,Ride,2021-09-27 16:01:57,20–30 km/h,Intermediate,0.0,0.1371807587403918,0.5641162356704879,0.15397747475621512
Morning Ride,45.88,123.15,943.0,22.35,Ride,2021-09-26 07:35:57,20–30 km/h,Intermediate,0.5722087378640777,0.2840317381601785,0.37136763529725414,0.4455874174395432
Robion,45.93,90.0,0.0,30.63,Ride,2021-09-25 08:06:03,> 30 km/h,Advanced,0.0,0.28434168113067193,0.5921087709944015,0.20372425853808188
Peavine,14.42,30.03,0.0,28.81,Ride,2021-09-24 11:05:40,20–30 km/h,Intermediate,0.0,0.08901562112571287,0.5435883764329512,0.1354223616243041
Morning Ride,16.7,68.27,57.0,14.68,Ride,2021-09-22 09:59:35,< 20 km/h,Beginner,0.0345873786407767,0.10314902058021325,0.1668888296454279,0.0816161614235379
Lazy Mountain +1,29.77,60.0,0.0,29.77,Ride,2021-09-21 16:01:35,20–30 km/h,Intermediate,0.0,0.18416811306719566,0.5691815515862437,0.16908674423740744
Yarlside,42.12,75.0,0.0,33.7,Ride,2021-09-20 15:13:35,> 30 km/h,Advanced,0.0,0.26072402677907264,0.6739536123700347,0.21300793050772873
Morning Ride,69.57,181.82,1202.0,22.95,Ride,2021-09-18 06:52:59,20–30 km/h,Intermediate,0.7293689320388349,0.43088271757996527,0.38736336976806185,0.5714219552470194
Morning Ride,32.86,72.27,106.0,27.29,Ride,2021-09-17 06:54:26,20–30 km/h,Intermediate,0.06432038834951456,0.20332258864368954,0.5030658491069048,0.1937701405892451
Heng Shan,53.33,100.0,0.0,31.99,Ride,2021-09-16 10:20:21,> 30 km/h,Advanced,0.0,0.33021324076369946,0.6283657691282325,0.22473712605475632
Evening Ride,9.38,32.12,28.0,17.54,Ride,2021-09-14 18:09:49,< 20 km/h,Beginner,0.01699029126213592,0.05777336969997521,0.24313516395627832,0.07445418933231619
Lazy Mountain,28.69,60.0,0.0,28.69,Ride,2021-09-14 08:14:28,20–30 km/h,Intermediate,0.0,0.1774733449045376,0.5403892295387898,0.16131984937911922
Gendarme +7,47.6,75.0,0.0,38.08,Ride,2021-09-13 08:00:38,> 30 km/h,Advanced,0.0,0.2946937763451525,0.7907224740069314,0.24655262770493203
Morning Ride  ,37.37,93.65,413.0,23.95,Ride,2021-09-11 06:56:03,20–30 km/h,Intermediate,0.2506067961165049,0.23127944458219685,0.41402292721940814,0.27749181687679314
Boarstone -2,61.64,120.0,0.0,30.82,Ride,2021-09-10 07:57:14,> 30 km/h,Advanced,0.0,0.3817257624597074,0.5971740869101573,0.23395254611994368
Afternoon Ride,6.53,20.53,29.0,19.09,Ride,2021-09-09 16:11:07,< 20 km/h,Beginner,0.017597087378640776,0.04010662038184974,0.2844574780058651,0.07772202540504834
Whorl,39.57,75.0,0.0,31.66,Ride,2021-09-08 07:06:03,> 30 km/h,Advanced,0.0,0.24491693528390776,0.6195681151692882,0.19738870361903
Lazy Mountain,21.45,40.05,0.0,32.14,Ride,2021-09-07 16:01:00,> 30 km/h,Advanced,0.0,0.13259360277708904,0.6323647027459344,0.16625102138231357
Pettit,32.64,60.0,0.0,32.64,Ride,2021-09-06 07:31:15,> 30 km/h,Advanced,0.0,0.20195883957351848,0.6456944814716076,0.18972654816637707
Gibbs -1,62.59,120.0,0.0,31.3,Ride,2021-09-05 13:34:48,> 30 km/h,Advanced,0.0,0.3876146788990826,0.6099706744868036,0.2382785385670855
Recess,31.43,60.0,0.0,31.43,Ride,2021-09-04 06:57:22,> 30 km/h,Advanced,0.0,0.1944582196875775,0.6134364169554786,0.18102474929736898
Morning Ride,82.9,180.83,922.0,27.5,Ride,2021-09-03 06:27:50,20–30 km/h,Intermediate,0.5594660194174758,0.5135135135135136,0.5086643561716875,0.5355199349971295
Warlow +1,30.56,57.32,0.0,31.99,Ride,2021-09-01 08:00:05,> 30 km/h,Advanced,0.0,0.18906521200099183,0.6283657691282325,0.18239271742594404
Lazy Mountain +1,18.38,40.2,0.0,27.42,Ride,2021-08-31 07:06:27,20–30 km/h,Intermediate,0.0,0.11356310438879247,0.5065315915755799,0.13537524963175374
Bluebell +2,42.81,90.0,0.0,28.53,Ride,2021-08-30 16:28:56,20–30 km/h,Intermediate,0.0,0.265001239771882,0.5361237003465743,0.1867251120008795
Morning Ride,28.2,63.75,87.0,26.54,Ride,2021-08-29 06:29:13,20–30 km/h,Intermediate,0.05279126213592233,0.17443590379370197,0.4830711810183951,0.17534063840975078
Morning Ride,67.32,210.82,1648.0,19.15,Ride,2021-08-28 06:14:16,< 20 km/h,Beginner,1.0,0.4169352839077609,0.28605705145294585,0.6822919954629174
Standing,42.95,90.0,0.0,28.63,Ride,2021-08-26 16:59:30,20–30 km/h,Intermediate,0.0,0.2658690800892636,0.5387896560917089,0.18751865524512085
Evening Ride,4.76,23.38,34.0,12.21,Ride,2021-08-25 19:19:31,< 20 km/h,Beginner,0.02063106796116505,0.029134639226382347,0.10103972274060254,0.03926387029661774
Reinstein,47.04,90.0,0.0,31.37,Ride,2021-08-25 08:00:43,> 30 km/h,Advanced,0.0,0.2912224150756261,0.6118368435083978,0.2097340932243674
Lazy Mountain,28.68,60.0,0.0,28.68,Ride,2021-08-24 08:00:35,20–30 km/h,Intermediate,0.0,0.1774113563104389,0.5401226339642762,0.1612479336859869
Taylor +1,48.07,90.0,0.0,32.06,Ride,2021-08-23 08:01:08,> 30 km/h,Advanced,0.0,0.29760724026779073,0.6302319381498268,0.21532855971030257
Recess,29.77,60.0,0.0,29.77,Ride,2021-08-22 11:09:59,20–30 km/h,Intermediate,0.0,0.18416811306719566,0.5691815515862437,0.16908674423740744
McGregor -5,13.08,31.02,0.0,25.31,Ride,2021-08-22 10:32:09,20–30 km/h,Intermediate,0.0,0.08070914951648897,0.4502799253532392,0.11426872992559453
Afternoon Ride,4.6,25.62,14.0,10.78,Ride,2021-08-21 17:40:37,< 20 km/h,Beginner,0.00849514563106796,0.028142821720803374,0.06291655558517728,0.02527373044881045
Morning Ride ,90.14,182.87,451.0,29.58,Ride,2021-08-21 06:37:02,20–30 km/h,Intermediate,0.27366504854368934,0.5583932556409621,0.5641162356704879,0.4171737480982309
Joe Devel +2,47.65,90.0,0.0,31.77,Ride,2021-08-19 16:03:36,> 30 km/h,Advanced,0.0,0.2950037193156459,0.6225006664889363,0.21300124909248103
Afternoon Ride,7.89,32.43,34.0,14.58,Ride,2021-08-18 16:58:08,< 20 km/h,Beginner,0.02063106796116505,0.04853706917927102,0.16422287390029328,0.05772122951442249
Starlight -2,60.74,90.0,0.0,40.49,Ride,2021-08-18 08:53:58,> 30 km/h,Advanced,0.0,0.3761467889908257,0.8549720074646762,0.28383843819018295
Bald Knob -2,37.26,60.0,0.0,37.26,Ride,2021-08-17 11:32:29,> 30 km/h,Advanced,0.0,0.23059757004711132,0.7688616368968274,0.22295159839349887
Ramp Test,17.41,25.15,0.0,41.54,Ride,2021-08-16 07:58:06,> 30 km/h,Advanced,0.0,0.10755021076121996,0.8829645427885897,0.20885797178608392
Afternoon Ride,22.0,51.63,74.0,25.56,Ride,2021-08-14 17:32:28,20–30 km/h,Intermediate,0.044902912621359224,0.13600297545251674,0.45694481471607573,0.1546413118896498
Fletcher -1,68.9,90.0,0.0,45.93,Ride,2021-08-14 09:03:11,> 30 km/h,Advanced,0.0,0.42672948177535336,1.0,0.328018844532606
Morning Ride,29.8,88.63,490.0,20.18,Ride,2021-08-11 09:11:04,20–30 km/h,Intermediate,0.2973300970873786,0.1843540788494917,0.31351639562783257,0.26667455132410334
Last day of dog sitting ,32.93,70.0,82.0,28.23,Ride,2021-08-10 07:02:05,20–30 km/h,Intermediate,0.04975728155339806,0.20375650880238036,0.5281258331111705,0.19163076003964724
Volunteer,11.99,30.0,0.0,23.96,Ride,2021-08-09 13:55:13,20–30 km/h,Intermediate,0.0,0.07395239275973221,0.41428952279392167,0.105043622386704
McGregor -4,48.28,120.0,0.0,24.14,Ride,2021-08-08 10:39:24,20–30 km/h,Intermediate,0.0,0.2989090007438631,0.419088243135164,0.17349034885019174
Warlow +1,37.19,90.0,0.0,24.8,Ride,2021-08-07 10:04:22,20–30 km/h,Intermediate,0.0,0.2301636498884205,0.4366835510530526,0.15638580517713668
Morning Ride,28.69,90.95,632.0,18.93,Ride,2021-08-05 06:58:52,< 20 km/h,Beginner,0.38349514563106796,0.1774733449045376,0.2801919488136497,0.3010279660496252
Devil's Crag,30.29,75.0,0.0,24.24,Ride,2021-08-04 09:04:29,20–30 km/h,Intermediate,0.0,0.18739151996032732,0.4217541988802986,0.1405682957641579
Lazy Mountain,25.93,60.0,0.0,25.93,Ride,2021-08-03 09:00:56,20–30 km/h,Intermediate,0.0,0.1603644929333003,0.46680885097307384,0.14147111807460486
Gendarme +3,28.97,60.0,0.0,28.97,Ride,2021-08-02 16:58:42,20–30 km/h,Intermediate,0.0,0.17920902553930076,0.5478539056251666,0.16333348878682355
Mount Baldy -1,26.31,60.0,0.0,26.31,Ride,2021-08-01 13:02:06,20–30 km/h,Intermediate,0.0,0.16272005950905033,0.4769394828045855,0.1442039144136322
Morning Ride,78.55,184.75,1210.0,25.51,Ride,2021-07-31 07:59:07,20–30 km/h,Intermediate,0.7342233009708737,0.4865484750805852,0.45561183684350853,0.6041985603783141
Mt Baldy tomorrow 😩😩😩,33.51,77.93,354.0,25.8,Ride,2021-07-30 06:41:27,20–30 km/h,Intermediate,0.21480582524271843,0.2073518472601041,0.4633431085043989,0.26227708850027026
Reinstein,40.83,90.0,0.0,27.21,Ride,2021-07-29 12:31:22,20–30 km/h,Intermediate,0.0,0.2527274981403422,0.5009330845107971,0.17600486634426207
Gabriel,52.58,120.0,0.0,26.3,Ride,2021-07-27 06:36:31,20–30 km/h,Intermediate,0.0,0.325564096206298,0.47667288723007206,0.1930038063079038
Sleeping Beauty +3,26.81,60.0,0.0,26.81,Ride,2021-07-26 13:15:56,20–30 km/h,Intermediate,0.0,0.16581948921398462,0.4902692615302586,0.14779969907024712
Morning Ride,35.52,105.35,524.1,20.23,Ride,2021-07-25 06:38:55,20–30 km/h,Intermediate,0.3180218446601942,0.21981155467394,0.31484937350039993,0.28792426343235905
McGregor -5,41.2,90.0,0.0,27.47,Ride,2021-07-24 05:58:44,20–30 km/h,Intermediate,0.0,0.2550210761219936,0.5078645694481471,0.1780792367262275
Starlight -2,42.92,90.0,0.0,28.61,Ride,2021-07-22 08:28:20,20–30 km/h,Intermediate,0.0,0.2656831143069675,0.5382564649426819,0.18735622728062662
Bald Knob -2,29.98,60.0,0.0,29.98,Ride,2021-07-21 17:53:36,20–30 km/h,Intermediate,0.0,0.18546987354326805,0.5747800586510264,0.17059697379318572
Ramp Test,19.23,37.08,0.0,31.12,Ride,2021-07-21 17:14:35,> 30 km/h,Advanced,0.0,0.11883213488718078,0.6051719541455612,0.15668403129526648
Morning Ride,13.16,44.68,42.0,17.67,Ride,2021-07-15 07:17:21,< 20 km/h,Beginner,0.025485436893203883,0.08120505826927846,0.24660090642495341,0.08642441721237618
Evening Ride,33.04,76.68,298.0,25.85,Ride,2021-07-11 18:10:09,20–30 km/h,Intermediate,0.1808252427184466,0.2044383833374659,0.46467608637696617,0.2446793536358563
Morning Ride,96.79,191.32,411.0,30.35,Ride,2021-07-10 06:23:01,> 30 km/h,Advanced,0.24939320388349515,0.5996156707165882,0.5846440949080246,0.42151012213832895
w/ Sir Father Daddy ,16.75,50.12,147.0,20.07,Ride,2021-07-07 08:19:15,20–30 km/h,Intermediate,0.0891990291262136,0.10345896355070668,0.31058384430818453,0.13775397248995572
Evening Ride,5.63,25.9,50.0,13.05,Ride,2021-06-30 19:28:56,< 20 km/h,Beginner,0.03033980582524272,0.034527646912968016,0.12343375099973343,0.050214947186458456
Morning Ride,45.09,97.97,218.0,27.62,Ride,2021-06-27 06:11:40,20–30 km/h,Intermediate,0.13228155339805825,0.2791346392263824,0.5118635030658492,0.25225386908011366
Evening Ride,1.29,2.38,5.0,32.41,Ride,2021-06-26 18:54:46,> 30 km/h,Advanced,0.003033980582524272,0.007624597074138359,0.6395627832577978,0.13171692606506322
Morning Ride,50.18,105.25,154.0,28.6,Ride,2021-06-21 06:22:15,20–30 km/h,Intermediate,0.09344660194174757,0.31068683362261346,0.5379898693681685,0.24752732493129154
Morning Ride,74.35,155.38,437.0,28.71,Ride,2021-06-13 06:01:27,20–30 km/h,Intermediate,0.2651699029126214,0.4605132655591371,0.5409224206878166,0.3789234152616151
Morning Ride,59.85,123.43,358.9,29.1,Ride,2021-06-06 06:01:40,20–30 km/h,Intermediate,0.21777912621359222,0.3706298041160427,0.5513196480938417,0.33034243396037727
Afternoon Ride,15.16,49.12,196.7,18.52,Ride,2021-05-26 16:30:04,< 20 km/h,Beginner,0.11935679611650485,0.09360277708901563,0.2692615302585977,0.14161153723667666
Morning Ride,9.12,20.0,0.0,27.36,Ride,2021-05-23 10:02:16,20–30 km/h,Intermediate,0.0,0.05616166625340937,0.5049320181284991,0.11783490350172264
Morning Ride ,65.18,112.77,213.8,34.68,Ride,2021-05-23 07:56:13,> 30 km/h,Advanced,0.12973300970873788,0.4036697247706422,0.700079978672354,0.32598341802003244
Afternoon Ride,6.47,28.33,49.0,13.7,Ride,2021-05-18 17:31:52,< 20 km/h,Beginner,0.029733009708737865,0.03973468881725763,0.1407624633431085,0.05493940416816792
Morning Ride ,42.81,91.27,208.2,28.15,Ride,2021-05-14 06:00:42,20–30 km/h,Intermediate,0.12633495145631068,0.265001239771882,0.5259930685150626,0.2478664613627325
Morning Ride,40.89,92.08,130.3,26.65,Ride,2021-05-07 06:33:50,20–30 km/h,Intermediate,0.07906553398058253,0.25309942970493426,0.4860037323380431,0.21266334236938017
Morning Ride,44.68,92.0,215.8,29.13,Ride,2021-05-02 06:42:51,20–30 km/h,Intermediate,0.1309466019417476,0.2765931068683362,0.5521194348173821,0.2588751199948511
Afternoon Ride,7.18,21.98,32.0,19.6,Ride,2021-04-28 17:05:32,< 20 km/h,Beginner,0.019417475728155338,0.04413587899826432,0.29805385230605175,0.08256027202476732
Meep,55.47,122.37,392.4,27.2,Ride,2021-04-25 06:00:01,20–30 km/h,Intermediate,0.23810679611650484,0.34347879990081825,0.5006664889362837,0.32223033581575466
Afternoon Ride,2.99,15.47,18.0,11.62,Ride,2021-04-24 17:25:01,< 20 km/h,Beginner,0.010922330097087379,0.018162658070914953,0.08531058384430817,0.027972079238679812
Morning Ride,30.69,66.87,110.9,27.54,Ride,2021-04-21 06:43:27,20–30 km/h,Intermediate,0.06729368932038836,0.18987106372427476,0.5097307384697414,0.19255431147142488
Morning Ride,45.16,96.87,188.6,27.97,Ride,2021-04-11 06:36:24,20–30 km/h,Intermediate,0.11444174757281553,0.27956855938507313,0.5211943481738203,0.24533031123669377
Morning Ride,5.49,26.62,52.8,12.38,Ride,2021-04-06 10:57:11,< 20 km/h,Beginner,0.03203883495145631,0.033659806595586414,0.10557184750733141,0.04723172895587036
Morning Ride,30.82,67.4,109.6,27.44,Ride,2021-04-02 06:53:39,20–30 km/h,Intermediate,0.06650485436893204,0.19067691544755766,0.5070647827246069,0.1918684583636547
Morning Ride,49.5,92.85,316.6,31.99,Ride,2021-03-27 07:26:07,> 30 km/h,Advanced,0.1921116504854369,0.3064716092239028,0.6283657691282325,0.3136704618355358
Morning Ride,41.42,96.93,751.0,25.64,Ride,2021-03-19 08:17:24,20–30 km/h,Intermediate,0.4557038834951456,0.25638482519216466,0.4590775793121834,0.3965829051676589
Morning Ride,25.93,60.03,67.0,25.91,Ride,2021-03-13 07:08:24,20–30 km/h,Intermediate,0.040655339805825245,0.1603644929333003,0.466275659824047,0.16169214974771212
Crashes :/,50.37,83.22,0.0,36.32,Ride,2021-03-08 11:02:47,> 30 km/h,Advanced,0.0,0.31186461691048845,0.743801652892562,0.24231971565165894
Morning Ride,27.87,76.33,463.0,21.9,Ride,2021-03-06 08:09:57,20–30 km/h,Intermediate,0.2809466019417476,0.17239028018844535,0.3593708344441482,0.264064551916237
Morning Ride,29.21,60.15,133.2,29.15,Ride,2021-03-03 10:55:17,20–30 km/h,Intermediate,0.0808252427184466,0.18069675179766925,0.5526526259664089,0.20515217209180583
Hello California ☀️ ,99.96,197.43,348.0,30.38,Ride,2021-02-27 06:58:52,> 30 km/h,Advanced,0.2111650485436893,0.6192660550458715,0.585443881631565,0.40845111711191906
Afternoon Ride,11.62,31.4,47.0,22.21,Ride,2021-02-24 16:32:39,20–30 km/h,Intermediate,0.028519417475728157,0.07165881477808082,0.36763529725406563,0.10928441262210145
Morning Ride ,14.18,32.42,53.0,26.25,Ride,2021-02-22 06:32:38,20–30 km/h,Intermediate,0.03216019417475728,0.08752789486734441,0.47533990935750464,0.1374064474190829
Morning Ride,30.4,63.27,87.0,28.84,Ride,2021-02-20 08:07:24,20–30 km/h,Intermediate,0.05279126213592233,0.18807339449541285,0.5443881631564916,0.19169528204788336
Lunch Ride,0.42,1.32,3.0,19.26,Ride,2021-02-19 11:27:56,< 20 km/h,Beginner,0.0018203883495145632,0.0022315893875526904,0.28898960277259406,0.059377591545541904
Morning Ride,15.55,36.92,49.0,25.25,Ride,2021-02-19 07:03:21,20–30 km/h,Intermediate,0.029733009708737865,0.09602033225886437,0.44868035190615835,0.13340867491325992
Morning Ride,10.53,26.73,40.0,23.61,Ride,2021-02-17 10:36:44,20–30 km/h,Intermediate,0.024271844660194174,0.06490205802132407,0.4049586776859504,0.11259827527368438
Morning Ride,65.05,154.4,805.0,25.28,Ride,2021-02-13 06:41:58,20–30 km/h,Intermediate,0.48847087378640774,0.40286387304735927,0.44948013862969877,0.45499062653335137
Afternoon Ride,9.56,30.95,36.0,18.54,Ride,2021-02-10 16:49:50,< 20 km/h,Beginner,0.021844660194174758,0.05888916439375155,0.2697947214076246,0.08254802369673778
Morning Ride,13.08,29.78,46.0,26.34,Ride,2021-02-08 10:29:36,20–30 km/h,Intermediate,0.027912621359223302,0.08070914951648897,0.4777392695281259,0.13371690944018352
Morning Ride,27.6,61.05,87.0,27.13,Ride,2021-02-06 09:46:54,20–30 km/h,Intermediate,0.05279126213592233,0.17071658814778085,0.4988003199146895,0.17737067149523333
Afternoon Ride,8.13,28.02,22.0,17.41,Ride,2021-02-04 16:54:50,< 20 km/h,Beginner,0.013349514563106795,0.05002479543763948,0.2396694214876033,0.0696160802103659
Morning Ride,7.5,40.97,65.0,10.99,Ride,2021-02-02 09:04:45,< 20 km/h,Beginner,0.03944174757281554,0.04611951400942227,0.06851506264996002,0.047259740519226455
Morning Ride,10.17,50.5,128.0,12.09,Ride,2021-01-31 10:27:22,< 20 km/h,Beginner,0.07766990291262135,0.06267046863377139,0.09784057584644096,0.07720420721573029
Morning Ride ,80.48,162.05,250.0,29.8,Ride,2021-01-30 07:13:01,20–30 km/h,Intermediate,0.15169902912621358,0.4985122737416316,0.5699813383097841,0.3393994643475531
Wheelies baby,5.63,30.0,0.0,11.27,Ride,2021-01-28 16:26:00,< 20 km/h,Beginner,0.0,0.034527646912968016,0.07597973873633697,0.0255542418211578
Morning Ride,29.92,63.52,92.0,28.26,Ride,2021-01-27 08:48:51,20–30 km/h,Intermediate,0.055825242718446605,0.18509794197867596,0.5289256198347109,0.18922712791976826
Morning Ride,25.88,62.92,82.0,24.69,Ride,2021-01-24 06:33:06,20–30 km/h,Intermediate,0.04975728155339806,0.16005454996280685,0.43375099973340453,0.15964520571222202
Morning Ride,17.54,40.92,61.0,25.72,Ride,2021-01-21 07:22:07,20–30 km/h,Intermediate,0.037014563106796114,0.10835606248450286,0.4612103439082911,0.14325616908040714
Morning Ride,40.25,85.08,215.0,28.39,Ride,2021-01-18 07:35:50,20–30 km/h,Intermediate,0.1304611650485437,0.2491321596826184,0.5323913623033858,0.24644850288973452
Morning Ride,54.57,108.98,428.0,30.05,Ride,2021-01-16 09:59:23,> 30 km/h,Advanced,0.25970873786407767,0.3378998264319365,0.5766462276726207,0.34655356239614393
Morning Ride,35.15,76.8,129.0,27.47,Ride,2021-01-14 06:58:47,20–30 km/h,Intermediate,0.07827669902912622,0.21751797669228862,0.5078645694481471,0.2059666564118791
Massive Santa Ana Headwinds GMFU,99.34,225.75,824.0,26.41,Ride,2021-01-09 06:01:32,20–30 km/h,Intermediate,0.5,0.6154227622117531,0.47960543854972015,0.53054791637347
Morning Ride,27.58,62.13,78.0,26.63,Ride,2021-01-06 06:37:46,20–30 km/h,Intermediate,0.04733009708737864,0.17059261095958345,0.48547054118901634,0.17193694006936763
Half & Half Cafe aka Haley’s house <3,99.28,208.22,782.0,28.61,Ride,2021-01-02 06:17:45,20–30 km/h,Intermediate,0.47451456310679613,0.6150508306471609,0.5382564649426819,0.5294238237360827
Afternoon Ride,6.36,17.2,30.0,22.19,Ride,2020-12-29 16:23:15,20–30 km/h,Intermediate,0.01820388349514563,0.03905281428217209,0.36710210610503874,0.0942382072532322
Morning Ride,29.9,66.6,102.0,26.94,Ride,2020-12-27 07:48:56,20–30 km/h,Intermediate,0.061893203883495146,0.18497396479047856,0.4937350039989337,0.1851857921786779
Morning Ride,28.1,64.2,136.0,26.26,Ride,2020-12-25 06:24:16,20–30 km/h,Intermediate,0.0825242718446602,0.17381601785271514,0.4756065049320182,0.18852824226454828
Morning Ride,14.08,33.93,63.0,24.9,Ride,2020-12-23 07:25:44,20–30 km/h,Intermediate,0.03822815533980582,0.08690800892635756,0.4393495067981871,0.1330563817074476
Afternoon Ride,1.27,3.25,3.0,23.45,Ride,2020-12-22 16:03:01,20–30 km/h,Intermediate,0.0018203883495145632,0.007500619885940987,0.400693148493735,0.08329900983928659
Morning Ride,30.26,62.62,105.0,29.0,Ride,2020-12-20 09:18:02,20–30 km/h,Intermediate,0.06371359223300971,0.18720555417803128,0.548653692348707,0.19774920083965564
Morning Ride,28.21,61.72,151.0,27.42,Ride,2020-12-18 06:58:15,20–30 km/h,Intermediate,0.09162621359223301,0.17449789238780067,0.5065315915755799,0.19946879282757268
Morning Ride,4.91,22.3,18.0,13.2,Ride,2020-12-17 08:44:48,< 20 km/h,Beginner,0.010922330097087379,0.03006446813786264,0.12743268461743534,0.03996704241338955
Morning Ride,33.22,73.2,392.0,27.23,Ride,2020-12-16 07:39:05,20–30 km/h,Intermediate,0.23786407766990292,0.20555417803124224,0.5014662756598242,0.28089154737628896
IZ,2.37,10.0,0.0,14.16,Ride,2020-12-14 14:48:47,< 20 km/h,Beginner,0.0,0.01431936523679643,0.15302585977072783,0.0349009815251845
Morning Ride,45.0,97.83,245.0,27.6,Ride,2020-12-13 07:36:18,20–30 km/h,Intermediate,0.1486650485436893,0.27857674187949416,0.5113303119168222,0.26017160921905735
Morning Ride,32.93,69.67,115.0,28.36,Ride,2020-12-11 08:05:25,20–30 km/h,Intermediate,0.06978155339805825,0.20375650880238036,0.5315915755798454,0.2023360444557123
Morning Ride,29.97,65.6,103.0,27.41,Ride,2020-12-10 06:30:54,20–30 km/h,Intermediate,0.0625,0.18540788494916935,0.5062649960010664,0.1881253646849641
Morning Ride,44.96,101.25,232.0,26.65,Ride,2020-12-04 06:53:13,20–30 km/h,Intermediate,0.1407766990291262,0.2783287875030994,0.4860037323380431,0.25108773223310155
Afternoon Ride,13.57,36.1,213.0,22.55,Ride,2020-12-02 13:51:56,20–30 km/h,Intermediate,0.12924757281553398,0.08374659062732458,0.3766995467875234,0.16508767295346904
Fullerton Loop? ,24.45,77.13,415.0,19.01,Ride,2020-12-02 06:49:00,< 20 km/h,Beginner,0.2518203883495146,0.1511901810066948,0.28232471340975746,0.2277321911587172
Afternoon Ride,15.45,30.0,0.0,30.9,Ride,2020-11-29 16:01:38,> 30 km/h,Advanced,0.0,0.0954004463178775,0.599306851506265,0.14848150419661624
Morning Ride,36.95,92.53,119.0,23.96,Ride,2020-11-28 06:41:21,20–30 km/h,Intermediate,0.07220873786407767,0.2286759236300521,0.41428952279392167,0.1875650505798388
With dad ,26.76,68.6,88.0,23.4,Ride,2020-11-26 09:27:15,20–30 km/h,Intermediate,0.05339805825242718,0.16550954624349123,0.3993601706211677,0.1562239271234945
Morning Ride,18.68,61.12,280.0,18.35,Ride,2020-11-25 07:08:14,< 20 km/h,Beginner,0.16990291262135923,0.11542276221175304,0.2647294054918689,0.1725241660725793
Morning Ride,69.38,158.58,413.0,26.25,Ride,2020-11-22 06:40:31,20–30 km/h,Intermediate,0.2506067961165049,0.4297049342920902,0.47533990935750464,0.3492828602173805
Morning Ride,32.49,70.53,103.0,27.65,Ride,2020-11-20 06:38:24,20–30 km/h,Intermediate,0.0625,0.20102901066203818,0.5126632897893895,0.19409136115648934
